LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,length_m_s,road_densi,point_coun,node_densi
E01003602,Newham 026C,E02000739,Newham 026,E09000025,Newham,E12000007,London,"1985","1985","0",166.5000,"605",3.3000,6006.000000,"51181",164.000000000000000,"1398"
E01003603,Newham 028B,E02000741,Newham 028,E09000025,Newham,E12000007,London,"1947","1921","26",96.0000,"624",3.1000,12495.000000,"61788",375.000000000000000,"1854"
E01003604,Newham 031D,E02000744,Newham 031,E09000025,Newham,E12000007,London,"2358","2354","4",106.6000,"785",3.0000,18289.000000,"84866",751.000000000000000,"3485"
E01003605,Newham 028C,E02000741,Newham 028,E09000025,Newham,E12000007,London,"2112","2112","0",199.1000,"724",2.9000,5472.000000,"51311",127.000000000000000,"1191"
E01003606,Newham 022D,E02000735,Newham 022,E09000025,Newham,E12000007,London,"2152","2130","22",130.8000,"675",3.2000,8087.000000,"49071",192.000000000000000,"1165"
E01003607,Newham 026D,E02000739,Newham 026,E09000025,Newham,E12000007,London,"1648","1648","0",131.1000,"560",2.9000,6279.000000,"49687",298.000000000000000,"2358"
E01003608,Newham 028D,E02000741,Newham 028,E09000025,Newham,E12000007,London,"2072","2072","0",222.8000,"714",2.9000,4803.000000,"51732",40.000000000000000,"431"
E01003609,Newham 037A,E02000750,Newham 037,E09000025,Newham,E12000007,London,"2702","2693","9",28.8000,"1058",2.5000,39806.000000,"41905",2193.000000000000000,"2309"
E01003611,Newham 037C,E02000750,Newham 037,E09000025,Newham,E12000007,London,"1803","1803","0",120.3000,"700",2.6000,11534.000000,"77799",600.000000000000000,"4047"
E01003615,Newham 013C,E02000726,Newham 013,E09000025,Newham,E12000007,London,"1835","1835","0",170.1000,"643",2.9000,7545.000000,"70108",455.000000000000000,"4228"
E01003616,Newham 012A,E02000725,Newham 012,E09000025,Newham,E12000007,London,"1650","1650","0",113.4000,"658",2.5000,9520.000000,"65208",714.000000000000000,"4891"
E01003617,Newham 012B,E02000725,Newham 012,E09000025,Newham,E12000007,London,"2769","2769","0",119.0000,"1103",2.5000,21103.000000,"92787",1571.000000000000000,"6907"
E01003618,Newham 012C,E02000725,Newham 012,E09000025,Newham,E12000007,London,"2193","2159","34",136.7000,"823",2.6000,9380.000000,"58187",593.000000000000000,"3679"
E01003619,Newham 012D,E02000725,Newham 012,E09000025,Newham,E12000007,London,"2264","2195","69",88.9000,"1087",2.0000,13181.000000,"51699",801.000000000000000,"3142"
E01003621,Newham 023C,E02000736,Newham 023,E09000025,Newham,E12000007,London,"1667","1664","3",248.8000,"442",3.8000,5151.000000,"77640",172.000000000000000,"2593"
E01003622,Newham 023D,E02000736,Newham 023,E09000025,Newham,E12000007,London,"1613","1613","0",66.7000,"496",3.3000,13729.000000,"55803",563.000000000000000,"2288"
E01003623,Newham 023E,E02000736,Newham 023,E09000025,Newham,E12000007,London,"1757","1757","0",64.6000,"490",3.6000,12458.000000,"45182",526.000000000000000,"1908"
E01003624,Newham 024E,E02000737,Newham 024,E09000025,Newham,E12000007,London,"1582","1582","0",110.7000,"493",3.2000,5232.000000,"36489",120.000000000000000,"837"
E01003625,Newham 015A,E02000728,Newham 015,E09000025,Newham,E12000007,London,"1697","1697","0",53.2000,"484",3.5000,10189.000000,"32182",299.000000000000000,"944"
E01003626,Newham 015B,E02000728,Newham 015,E09000025,Newham,E12000007,London,"1590","1590","0",155.1000,"420",3.8000,3333.000000,"32774",81.000000000000000,"796"
E01003627,Newham 015C,E02000728,Newham 015,E09000025,Newham,E12000007,London,"1603","1603","0",210.1000,"432",3.7000,2895.000000,"37677",63.000000000000000,"820"
E01003628,Newham 015D,E02000728,Newham 015,E09000025,Newham,E12000007,London,"1665","1665","0",179.2000,"420",4.0000,4359.000000,"46822",102.000000000000000,"1096"
E01003629,Newham 015E,E02000728,Newham 015,E09000025,Newham,E12000007,London,"1672","1672","0",256.8000,"481",3.5000,3017.000000,"46991",66.000000000000000,"1028"
E01003630,Newham 021C,E02000734,Newham 021,E09000025,Newham,E12000007,London,"2011","2011","0",192.6000,"731",2.8000,7978.000000,"75940",373.000000000000000,"3550"
E01003631,Newham 020A,E02000733,Newham 020,E09000025,Newham,E12000007,London,"1832","1832","0",110.6000,"727",2.5000,10740.000000,"65549",402.000000000000000,"2454"
E01003632,Newham 020B,E02000733,Newham 020,E09000025,Newham,E12000007,London,"2268","2268","0",165.7000,"749",3.0000,6047.000000,"43893",208.000000000000000,"1510"
E01003633,Newham 020C,E02000733,Newham 020,E09000025,Newham,E12000007,London,"1871","1871","0",194.5000,"685",2.7000,11348.000000,"118593",580.000000000000000,"6061"
E01003634,Newham 020D,E02000733,Newham 020,E09000025,Newham,E12000007,London,"1805","1805","0",124.3000,"602",3.0000,11462.000000,"78376",740.000000000000000,"5060"
E01003635,Newham 016D,E02000729,Newham 016,E09000025,Newham,E12000007,London,"1945","1945","0",49.1000,"611",3.2000,15943.000000,"40518",634.000000000000000,"1611"
E01003636,Newham 020E,E02000733,Newham 020,E09000025,Newham,E12000007,London,"1978","1976","2",100.9000,"702",2.8000,12635.000000,"63301",716.000000000000000,"3587"
E01003637,Newham 021D,E02000734,Newham 021,E09000025,Newham,E12000007,London,"1841","1839","2",195.6000,"593",3.1000,4214.000000,"45270",130.000000000000000,"1397"
E01003638,Redbridge 017A,E02000767,Redbridge 017,E09000026,Redbridge,E12000007,London,"1611","1611","0",60.2000,"590",2.7000,12421.000000,"46546",531.000000000000000,"1990"
E01003639,Redbridge 013A,E02000763,Redbridge 013,E09000026,Redbridge,E12000007,London,"1758","1758","0",16.9000,"665",2.6000,17674.000000,"17093",438.000000000000000,"424"
E01003640,Redbridge 013B,E02000763,Redbridge 013,E09000026,Redbridge,E12000007,London,"1771","1771","0",2.9000,"648",2.7000,64411.000000,"10534",2399.000000000000000,"392"
E01003641,Redbridge 013C,E02000763,Redbridge 013,E09000026,Redbridge,E12000007,London,"1704","1692","12",64.3000,"530",3.2000,13829.000000,"52760",276.000000000000000,"1053"
E01003642,Redbridge 013D,E02000763,Redbridge 013,E09000026,Redbridge,E12000007,London,"1695","1689","6",55.6000,"542",3.1000,11112.000000,"35985",178.000000000000000,"576"
E01003643,Redbridge 017B,E02000767,Redbridge 017,E09000026,Redbridge,E12000007,London,"1833","1796","37",91.6000,"622",2.9000,8398.000000,"42316",103.000000000000000,"519"
E01003644,Redbridge 017C,E02000767,Redbridge 017,E09000026,Redbridge,E12000007,London,"1562","1562","0",99.9000,"498",3.1000,8130.000000,"52291",120.000000000000000,"772"
E01003645,Redbridge 017D,E02000767,Redbridge 017,E09000026,Redbridge,E12000007,London,"2610","2506","104",103.2000,"910",2.8000,16036.000000,"62884",457.000000000000000,"1792"
E01003646,Redbridge 012A,E02000762,Redbridge 012,E09000026,Redbridge,E12000007,London,"1749","1742","7",85.4000,"572",3.0000,12896.000000,"61415",529.000000000000000,"2519"
E01003647,Redbridge 015A,E02000765,Redbridge 015,E09000026,Redbridge,E12000007,London,"1786","1786","0",112.1000,"612",2.9000,7755.000000,"48611",111.000000000000000,"696"
E01003648,Redbridge 012B,E02000762,Redbridge 012,E09000026,Redbridge,E12000007,London,"1437","1437","0",66.2000,"528",2.7000,10079.000000,"46022",198.000000000000000,"904"
E01003649,Redbridge 012C,E02000762,Redbridge 012,E09000026,Redbridge,E12000007,London,"1633","1627","6",88.3000,"521",3.1000,5888.000000,"32131",35.000000000000000,"191"
E01003650,Redbridge 015B,E02000765,Redbridge 015,E09000026,Redbridge,E12000007,London,"1513","1513","0",78.1000,"580",2.6000,9510.000000,"48304",154.000000000000000,"782"
E01003651,Redbridge 012D,E02000762,Redbridge 012,E09000026,Redbridge,E12000007,London,"1471","1467","4",76.3000,"466",3.1000,7191.000000,"37907",48.000000000000000,"253"
E01003652,Redbridge 015C,E02000765,Redbridge 015,E09000026,Redbridge,E12000007,London,"1549","1543","6",91.5000,"482",3.2000,8437.000000,"49266",182.000000000000000,"1063"
E01003653,Redbridge 015D,E02000765,Redbridge 015,E09000026,Redbridge,E12000007,London,"1471","1471","0",71.8000,"516",2.9000,10811.000000,"53044",229.000000000000000,"1124"
E01003654,Redbridge 004A,E02000754,Redbridge 004,E09000026,Redbridge,E12000007,London,"1563","1563","0",66.7000,"603",2.6000,10028.000000,"43185",303.000000000000000,"1305"
E01003655,Redbridge 004B,E02000754,Redbridge 004,E09000026,Redbridge,E12000007,London,"1510","1510","0",67.3000,"642",2.4000,7109.000000,"31120",135.000000000000000,"591"
E01003656,Redbridge 005A,E02000755,Redbridge 005,E09000026,Redbridge,E12000007,London,"1489","1489","0",27.5000,"643",2.3000,18127.000000,"33187",471.000000000000000,"862"
E01003657,Redbridge 005B,E02000755,Redbridge 005,E09000026,Redbridge,E12000007,London,"2089","2082","7",48.3000,"870",2.4000,14006.000000,"32418",342.000000000000000,"792"
E01003658,Redbridge 004C,E02000754,Redbridge 004,E09000026,Redbridge,E12000007,London,"1649","1649","0",70.8000,"699",2.4000,8068.000000,"35170",136.000000000000000,"593"
E01003659,Redbridge 005C,E02000755,Redbridge 005,E09000026,Redbridge,E12000007,London,"1640","1640","0",44.2000,"638",2.6000,13751.000000,"36793",288.000000000000000,"771"
E01003660,Redbridge 004D,E02000754,Redbridge 004,E09000026,Redbridge,E12000007,London,"1718","1718","0",31.7000,"663",2.6000,9683.000000,"17915",271.000000000000000,"501"
E01003661,Redbridge 019A,E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,"1935","1902","33",92.9000,"651",2.9000,7038.000000,"33812",134.000000000000000,"644"
E01003662,Redbridge 019B,E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,"1859","1859","0",101.7000,"741",2.5000,6318.000000,"34500",200.000000000000000,"1092"
E01003663,Redbridge 019C,E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,"1822","1757","65",57.7000,"662",2.7000,8474.000000,"26543",174.000000000000000,"545"
E01003664,Redbridge 019D,E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,"1776","1776","0",106.3000,"575",3.1000,3080.000000,"18549",32.000000000000000,"193"
E01003665,Redbridge 019E,E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,"1648","1648","0",96.1000,"529",3.1000,4886.000000,"28928",39.000000000000000,"231"
E01003666,Redbridge 019F,E02000769,Redbridge 019,E09000026,Redbridge,E12000007,London,"2198","2198","0",99.6000,"935",2.4000,9400.000000,"43167",195.000000000000000,"895"
E01003668,Redbridge 007A,E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,"1622","1610","12",73.7000,"755",2.1000,8569.000000,"38922",218.000000000000000,"990"
E01003669,Redbridge 007B,E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,"1528","1528","0",86.0000,"606",2.5000,9831.000000,"53372",125.000000000000000,"679"
E01003670,Redbridge 007C,E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,"1496","1496","0",61.4000,"577",2.6000,6875.000000,"28883",287.000000000000000,"1206"
E01003671,Redbridge 007D,E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,"1533","1533","0",75.9000,"552",2.8000,5462.000000,"26451",98.000000000000000,"475"
E01003672,Redbridge 007E,E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,"1430","1430","0",78.1000,"690",2.1000,10374.000000,"57710",362.000000000000000,"2014"
E01003673,Redbridge 007F,E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,"1778","1778","0",90.1000,"789",2.3000,9326.000000,"47798",219.000000000000000,"1122"
E01003674,Redbridge 007G,E02000757,Redbridge 007,E09000026,Redbridge,E12000007,London,"2129","2099","30",79.6000,"1000",2.1000,12882.000000,"47569",370.000000000000000,"1366"
E01003675,Redbridge 036A,E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,"1619","1619","0",70.2000,"490",3.3000,13336.000000,"58114",379.000000000000000,"1652"
E01003676,Redbridge 036B,E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,"1690","1690","0",89.1000,"495",3.4000,7519.000000,"40162",109.000000000000000,"582"
E01003677,Redbridge 036C,E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,"1547","1547","0",25.3000,"494",3.1000,20199.000000,"33283",530.000000000000000,"873"
E01003678,Redbridge 036D,E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,"1605","1605","0",59.9000,"479",3.4000,9062.000000,"33737",162.000000000000000,"603"
E01003679,Redbridge 036E,E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,"1621","1621","0",72.3000,"493",3.3000,8721.000000,"39531",113.000000000000000,"512"
E01003680,Redbridge 036F,E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,"1619","1619","0",78.8000,"475",3.4000,9378.000000,"45254",114.000000000000000,"550"
E01003681,Redbridge 036G,E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,"1844","1844","0",38.1000,"683",2.7000,26709.000000,"55436",735.000000000000000,"1526"
E01003682,Redbridge 036H,E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,"1696","1696","0",61.0000,"493",3.4000,12501.000000,"45184",235.000000000000000,"849"
E01003683,Redbridge 030A,E02000780,Redbridge 030,E09000026,Redbridge,E12000007,London,"2144","2144","0",178.2000,"576",3.7000,6549.000000,"53972",28.000000000000000,"231"
E01003684,Redbridge 030B,E02000780,Redbridge 030,E09000026,Redbridge,E12000007,London,"1780","1780","0",158.1000,"496",3.6000,4365.000000,"38737",45.000000000000000,"399"
E01003685,Redbridge 030C,E02000780,Redbridge 030,E09000026,Redbridge,E12000007,London,"1822","1822","0",159.5000,"508",3.6000,7633.000000,"66960",33.000000000000000,"289"
E01003686,Redbridge 030D,E02000780,Redbridge 030,E09000026,Redbridge,E12000007,London,"1952","1952","0",118.0000,"533",3.7000,6650.000000,"39874",98.000000000000000,"588"
E01003688,Redbridge 030F,E02000780,Redbridge 030,E09000026,Redbridge,E12000007,London,"1804","1791","13",134.5000,"532",3.4000,5425.000000,"40802",70.000000000000000,"526"
E01003689,Redbridge 030G,E02000780,Redbridge 030,E09000026,Redbridge,E12000007,London,"1580","1580","0",63.6000,"508",3.1000,12313.000000,"49035",504.000000000000000,"2007"
E01003690,Redbridge 035A,E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,"1711","1596","115",22.0000,"608",2.6000,25858.000000,"33481",1309.000000000000000,"1695"
E01003691,Redbridge 035B,E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,"1434","1434","0",62.8000,"413",3.5000,10207.000000,"44875",44.000000000000000,"193"
E01003692,Redbridge 035C,E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,"1592","1585","7",105.0000,"501",3.2000,6794.000000,"44197",125.000000000000000,"813"
E01003693,Redbridge 035D,E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,"1541","1541","0",34.7000,"431",3.6000,21993.000000,"49183",334.000000000000000,"747"
E01003694,Redbridge 035E,E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,"1462","1451","11",68.5000,"448",3.2000,6927.000000,"32865",42.000000000000000,"199"
E01003695,Redbridge 035F,E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,"1533","1518","15",120.8000,"534",2.8000,3417.000000,"26641",34.000000000000000,"265"
E01003696,Redbridge 035G,E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,"1877","1877","0",97.7000,"593",3.2000,4789.000000,"24889",90.000000000000000,"468"
E01003697,Redbridge 035H,E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,"1630","1621","9",59.8000,"492",3.3000,12756.000000,"46704",323.000000000000000,"1183"
E01003698,Redbridge 006A,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,"1385","1385","0",74.6000,"519",2.7000,6727.000000,"35903",86.000000000000000,"459"
E01003699,Redbridge 006B,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,"1415","1415","0",16.5000,"594",2.4000,14408.000000,"16846",408.000000000000000,"477"
E01003700,Redbridge 006C,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,"2240","2235","5",34.0000,"849",2.6000,17422.000000,"26319",473.000000000000000,"715"
E01003701,Redbridge 006D,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,"1788","1788","0",60.6000,"626",2.9000,6815.000000,"22954",238.000000000000000,"802"
E01003702,Redbridge 006E,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,"1620","1620","0",52.3000,"744",2.2000,11955.000000,"38889",342.000000000000000,"1113"
E01003703,Redbridge 006F,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,"2501","2501","0",25.2000,"968",2.6000,32742.000000,"33067",1182.000000000000000,"1194"
E01003704,Redbridge 006G,E02000756,Redbridge 006,E09000026,Redbridge,E12000007,London,"1681","1681","0",57.6000,"666",2.5000,4984.000000,"17035",98.000000000000000,"335"
E01003705,Redbridge 010A,E02000760,Redbridge 010,E09000026,Redbridge,E12000007,London,"2192","2192","0",70.3000,"802",2.7000,14171.000000,"44567",488.000000000000000,"1535"
E01003706,Redbridge 010B,E02000760,Redbridge 010,E09000026,Redbridge,E12000007,London,"1594","1594","0",82.0000,"613",2.6000,8833.000000,"45639",96.000000000000000,"496"
E01003707,Redbridge 008A,E02000758,Redbridge 008,E09000026,Redbridge,E12000007,London,"1335","1335","0",53.3000,"469",2.8000,10620.000000,"42438",168.000000000000000,"671"
E01003708,Redbridge 008B,E02000758,Redbridge 008,E09000026,Redbridge,E12000007,London,"1476","1476","0",33.5000,"613",2.4000,12910.000000,"29113",282.000000000000000,"636"
E01003709,Redbridge 008C,E02000758,Redbridge 008,E09000026,Redbridge,E12000007,London,"1627","1627","0",68.8000,"570",2.9000,8982.000000,"38318",73.000000000000000,"311"
E01003710,Redbridge 008D,E02000758,Redbridge 008,E09000026,Redbridge,E12000007,London,"1515","1515","0",69.1000,"507",3.0000,8351.000000,"38044",139.000000000000000,"633"
E01003711,Redbridge 010C,E02000760,Redbridge 010,E09000026,Redbridge,E12000007,London,"1812","1770","42",49.7000,"662",2.7000,17393.000000,"48070",681.000000000000000,"1882"
E01003712,Redbridge 010D,E02000760,Redbridge 010,E09000026,Redbridge,E12000007,London,"1359","1359","0",80.7000,"536",2.5000,7741.000000,"45362",243.000000000000000,"1424"
E01003713,Redbridge 034A,E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,"1744","1740","4",118.1000,"481",3.6000,7160.000000,"49104",67.000000000000000,"459"
E01003714,Redbridge 034B,E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,"2168","2159","9",121.7000,"642",3.4000,7275.000000,"40848",80.000000000000000,"449"
E01003715,Redbridge 034C,E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,"1988","1970","18",127.5000,"564",3.5000,6165.000000,"38733",45.000000000000000,"283"
E01003716,Redbridge 034D,E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,"1712","1704","8",49.3000,"521",3.3000,11756.000000,"33825",309.000000000000000,"889"
E01003718,Redbridge 034E,E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,"1847","1847","0",129.3000,"630",2.9000,5653.000000,"39445",76.000000000000000,"530"
E01003719,Redbridge 034F,E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,"1958","1942","16",50.9000,"633",3.1000,12233.000000,"31607",303.000000000000000,"783"
E01003720,Redbridge 002A,E02000752,Redbridge 002,E09000026,Redbridge,E12000007,London,"1777","1777","0",33.7000,"821",2.2000,15041.000000,"28576",231.000000000000000,"439"
E01003721,Redbridge 003A,E02000753,Redbridge 003,E09000026,Redbridge,E12000007,London,"1659","1609","50",90.8000,"604",2.7000,5691.000000,"30831",66.000000000000000,"358"
E01003722,Redbridge 002B,E02000752,Redbridge 002,E09000026,Redbridge,E12000007,London,"1772","1772","0",64.2000,"690",2.6000,11876.000000,"41989",198.000000000000000,"700"
E01003723,Redbridge 002C,E02000752,Redbridge 002,E09000026,Redbridge,E12000007,London,"1742","1742","0",59.8000,"704",2.5000,9103.000000,"31078",129.000000000000000,"440"
E01003724,Redbridge 003B,E02000753,Redbridge 003,E09000026,Redbridge,E12000007,London,"1381","1381","0",66.2000,"511",2.7000,5313.000000,"24796",105.000000000000000,"490"
E01003725,Redbridge 003C,E02000753,Redbridge 003,E09000026,Redbridge,E12000007,London,"1498","1498","0",99.0000,"650",2.3000,6131.000000,"40806",82.000000000000000,"546"
E01003726,Redbridge 002D,E02000752,Redbridge 002,E09000026,Redbridge,E12000007,London,"1524","1524","0",4.0000,"649",2.3000,46668.000000,"12267",1570.000000000000000,"413"
E01003727,Redbridge 003D,E02000753,Redbridge 003,E09000026,Redbridge,E12000007,London,"1600","1600","0",74.5000,"655",2.4000,8304.000000,"39236",161.000000000000000,"761"
E01003728,Redbridge 032A,E02000782,Redbridge 032,E09000026,Redbridge,E12000007,London,"2423","2391","32",88.8000,"810",3.0000,18499.000000,"68936",691.000000000000000,"2575"
E01003729,Redbridge 032B,E02000782,Redbridge 032,E09000026,Redbridge,E12000007,London,"1751","1745","6",147.8000,"526",3.3000,8495.000000,"73238",63.000000000000000,"543"
E01003730,Redbridge 032C,E02000782,Redbridge 032,E09000026,Redbridge,E12000007,London,"1693","1693","0",192.2000,"416",4.1000,4544.000000,"50805",20.000000000000000,"224"
E01003731,Redbridge 033A,E02000783,Redbridge 033,E09000026,Redbridge,E12000007,London,"1461","1461","0",104.9000,"447",3.3000,8068.000000,"57687",251.000000000000000,"1795"
E01003732,Redbridge 032D,E02000782,Redbridge 032,E09000026,Redbridge,E12000007,London,"1655","1545","110",137.7000,"592",2.6000,4559.000000,"38037",108.000000000000000,"901"
E01003733,Redbridge 032E,E02000782,Redbridge 032,E09000026,Redbridge,E12000007,London,"1767","1767","0",180.3000,"507",3.5000,3494.000000,"34931",58.000000000000000,"580"
E01003734,Redbridge 033B,E02000783,Redbridge 033,E09000026,Redbridge,E12000007,London,"1796","1737","59",143.3000,"517",3.4000,5433.000000,"43243",123.000000000000000,"979"
E01003735,Redbridge 033C,E02000783,Redbridge 033,E09000026,Redbridge,E12000007,London,"2339","2339","0",115.3000,"811",2.9000,8686.000000,"43531",202.000000000000000,"1012"
E01003736,Redbridge 033D,E02000783,Redbridge 033,E09000026,Redbridge,E12000007,London,"1659","1659","0",167.6000,"475",3.5000,3602.000000,"36342",65.000000000000000,"656"
E01003737,Redbridge 031A,E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,"1793","1793","0",50.6000,"575",3.1000,11755.000000,"33201",312.000000000000000,"881"
E01003738,Redbridge 031B,E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,"2108","2108","0",90.7000,"646",3.3000,14436.000000,"62049",383.000000000000000,"1646"
E01003739,Redbridge 031C,E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,"2121","2121","0",73.7000,"658",3.2000,13531.000000,"46808",178.000000000000000,"616"
E01003740,Redbridge 031D,E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,"2055","2055","0",45.4000,"621",3.3000,15305.000000,"34291",277.000000000000000,"621"
E01003741,Redbridge 031E,E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,"1737","1737","0",72.8000,"643",2.7000,13403.000000,"55946",199.000000000000000,"831"
E01003742,Redbridge 031F,E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,"2085","2085","0",145.2000,"618",3.4000,4815.000000,"33397",40.000000000000000,"277"
E01003743,Redbridge 031G,E02000781,Redbridge 031,E09000026,Redbridge,E12000007,London,"1773","1747","26",102.0000,"496",3.5000,9608.000000,"55648",122.000000000000000,"707"
E01003744,Redbridge 001A,E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,"1337","1329","8",20.1000,"592",2.2000,15383.000000,"23020",393.000000000000000,"588"
E01003745,Redbridge 001B,E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,"1435","1435","0",29.4000,"483",3.0000,11226.000000,"22780",226.000000000000000,"459"
E01003746,Redbridge 001C,E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,"1486","1462","24",23.2000,"661",2.2000,19246.000000,"30351",493.000000000000000,"777"
E01003747,Redbridge 001D,E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,"1343","1343","0",45.0000,"490",2.7000,6311.000000,"21522",91.000000000000000,"310"
E01003748,Redbridge 001E,E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,"1545","1448","97",38.1000,"572",2.5000,12819.000000,"31381",334.000000000000000,"818"
E01003749,Redbridge 001F,E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,"1605","1597","8",78.4000,"681",2.3000,7850.000000,"38124",232.000000000000000,"1127"
E01003750,Redbridge 001G,E02000751,Redbridge 001,E09000026,Redbridge,E12000007,London,"1671","1651","20",44.8000,"798",2.1000,11317.000000,"30183",403.000000000000000,"1075"
E01003751,Redbridge 020A,E02000770,Redbridge 020,E09000026,Redbridge,E12000007,London,"1954","1954","0",32.7000,"611",3.2000,12587.000000,"20978",393.000000000000000,"655"
E01003752,Redbridge 023A,E02000773,Redbridge 023,E09000026,Redbridge,E12000007,London,"2492","2492","0",110.7000,"838",3.0000,6254.000000,"27467",99.000000000000000,"435"
E01003753,Redbridge 020B,E02000770,Redbridge 020,E09000026,Redbridge,E12000007,London,"1976","1976","0",113.6000,"659",3.0000,6151.000000,"35839",39.000000000000000,"227"
E01003754,Redbridge 020C,E02000770,Redbridge 020,E09000026,Redbridge,E12000007,London,"1636","1636","0",98.4000,"533",3.1000,8546.000000,"51194",77.000000000000000,"461"
E01003755,Redbridge 023B,E02000773,Redbridge 023,E09000026,Redbridge,E12000007,London,"2002","2002","0",91.8000,"571",3.5000,8065.000000,"36792",137.000000000000000,"625"
E01003756,Redbridge 023C,E02000773,Redbridge 023,E09000026,Redbridge,E12000007,London,"2123","2118","5",83.7000,"600",3.5000,7007.000000,"27975",98.000000000000000,"391"
E01003757,Redbridge 020D,E02000770,Redbridge 020,E09000026,Redbridge,E12000007,London,"1996","1976","20",87.7000,"622",3.2000,6146.000000,"27102",138.000000000000000,"609"
E01003758,Redbridge 023D,E02000773,Redbridge 023,E09000026,Redbridge,E12000007,London,"2581","2581","0",101.1000,"810",3.2000,7825.000000,"30312",164.000000000000000,"635"
E01003759,Redbridge 009A,E02000759,Redbridge 009,E09000026,Redbridge,E12000007,London,"1459","1459","0",64.5000,"554",2.6000,6306.000000,"28037",106.000000000000000,"471"
E01003760,Redbridge 009B,E02000759,Redbridge 009,E09000026,Redbridge,E12000007,London,"1783","1783","0",58.6000,"661",2.7000,12802.000000,"42123",306.000000000000000,"1007"
E01003761,Redbridge 009C,E02000759,Redbridge 009,E09000026,Redbridge,E12000007,London,"1771","1771","0",169.5000,"698",2.5000,5790.000000,"57724",122.000000000000000,"1216"
E01003762,Redbridge 009D,E02000759,Redbridge 009,E09000026,Redbridge,E12000007,London,"1620","1604","16",64.8000,"656",2.4000,12403.000000,"49362",367.000000000000000,"1461"
E01003763,Redbridge 009E,E02000759,Redbridge 009,E09000026,Redbridge,E12000007,London,"1875","1875","0",26.9000,"657",2.9000,16713.000000,"23868",455.000000000000000,"650"
E01003764,Redbridge 009F,E02000759,Redbridge 009,E09000026,Redbridge,E12000007,London,"1962","1954","8",36.9000,"835",2.3000,20580.000000,"38290",516.000000000000000,"960"
E01003765,Redbridge 009G,E02000759,Redbridge 009,E09000026,Redbridge,E12000007,London,"1574","1574","0",68.0000,"642",2.5000,13767.000000,"60392",393.000000000000000,"1724"
E01003766,Redbridge 024A,E02000774,Redbridge 024,E09000026,Redbridge,E12000007,London,"1900","1900","0",126.0000,"548",3.5000,5211.000000,"34906",93.000000000000000,"623"
